조사일,조사지역명,품목명,품목코드,규격,조사가격,전일조사가격
20130101,대전,열무,233,1.5KG,3500,0
20130101,대전,쇠고기,512,100G,1400,0
20130101,대전,쇠고기,512,100G,1800,0
20130101,대전,마늘,244,1KG,6300,0
20130101,대전,양파,245,1KG,1400,0
20130101,대전,양파,245,1KG,1200,0
20130101,대전,파,246,1KG,3000,0
20130101,대전,파,246,1KG,2500,0
20130101,대전,파,246,1KG,6500,0
20130101,대전,파,246,1KG,5500,0
20130101,대전,생강,247,1KG,7000,0
20130101,대전,생강,247,1KG,6000,0
20130101,대전,쌀,111,20KG,47000,0
20130101,대전,찹쌀,112,1KG,3100,0
20130101,대전,콩,141,1KG,7000,0
20130101,대전,콩,141,1KG,6800,0
20130101,대전,팥(적두),142,1KG,12000,0
20130101,대전,팥(적두),142,1KG,10500,0
20130101,대전,녹두,143,1KG,19000,0
20130101,대전,녹두,143,1KG,17000,0
20130101,대전,고구마,151,1KG,4000,0
20130101,대전,고구마,151,1KG,3000,0
20130101,대전,감자,152,1KG,2800,0
20130101,대전,감자,152,1KG,2300,0
20130101,대전,배추,211,1,3500,0
20130101,대전,배추,211,1,3000,0
20130101,대전,양배추,212,1,4500,0
20130101,대전,양배추,212,1,4000,0
20130101,대전,시금치,213,1KG,5000,0
20130101,대전,시금치,213,1KG,4000,0
20130101,대전,상추,214,100G,1100,0
20130101,대전,상추,214,100G,950,0
20130101,대전,상추,214,100G,950,0
20130101,대전,상추,214,100G,850,0
20130101,대전,수박,221,1,15000,0
20130101,대전,수박,221,1,12000,0
20130101,대전,오이,223,10,5000,0
20130101,대전,오이,223,10,4000,0
20130101,대전,오이,223,10,6000,0
20130101,대전,오이,223,10,5000,0
20130101,대전,호박,224,1,1700,0
20130101,대전,호박,224,1,1300,0
20130101,대전,호박,224,1,1700,0
20130101,대전,호박,224,1,1300,0
20130101,대전,토마토,225,1KG,5000,0
20130101,대전,토마토,225,1KG,4000,0
20130101,대전,무,231,1,2000,0
20130101,대전,무,231,1,1600,0
20130101,대전,당근,232,1KG,5500,0
20130101,대전,당근,232,1KG,4500,0
20130101,대전,건고추,241,600G,16000,0
20130101,대전,건고추,241,600G,14000,0
20130101,대전,건고추,241,600G,18000,0
