조사일,조사지역명,품목명,품목코드,규격,조사가격,전일조사가격
20220101,경기수원,녹두,143,500G,10200,0
20220101,경기,녹두,143,500G,17900,0
20220101,경기수원,당근,232,1KG,2830,0
20220101,경기,당근,232,1KG,2400,0
20220101,경기의정부,당근,232,1KG,2800,0
20220101,경기수원,고구마(밤),151,1KG,5330,0
20220101,경기,고구마(밤),151,1KG,4530,0
20220101,경기의정부,고구마(밤),151,1KG,5950,0
20220101,경기수원,당근,232,1KG,2330,0
20220101,경기의정부,열무,233,1KG,6240,0
20220101,경기수원,딸기,226,100G,2630,0
20220101,경기,딸기,226,100G,2580,0
20220101,경기의정부,딸기,226,100G,3140,0
20220101,경기수원,딸기,226,100G,2000,0
20220101,경기수원,상추,214,100G,750,0
20220101,경기,상추,214,100G,990,0
20220101,경기의정부,상추,214,100G,1430,0
20220101,경기수원,고구마(밤),151,1KG,4330,0
20220101,경기,건고추,241,600G,12780,0
20220101,경기수원,건고추,241,600G,19600,0
20220101,경기,건고추,241,600G,15800,0
20220101,경기수원,무,231,1,1830,0
20220101,경기,무,231,1,1240,0
20220101,경기수원,상추,214,100G,630,0
20220101,경기수원,미나리,252,1KG,900,0
20220101,경기수원,감자,152,100G,360,0
20220101,경기,감자,152,100G,390,0
20220101,경기수원,감자,152,100G,280,0
20220101,경기수원,호박,224,1,2000,0
20220101,경기,호박,224,1,1650,0
20220101,경기의정부,호박,224,1,2390,0
20220101,경기수원,무,231,1,1330,0
20220101,경기의정부,무,231,1,1890,0
20220101,경기수원,상추,214,100G,750,0
20220101,경기,상추,214,100G,990,0
20220101,경기의정부,상추,214,100G,1560,0
20220101,경기수원,상추,214,100G,630,0
20220101,경기수원,사과,411,10,20000,0
20220101,경기,사과,411,10,16500,0
20220101,경기의정부,사과,411,10,13000,0
20220101,경기수원,쇠고기,512,100G,6000,0
20220101,경기의정부,쇠고기,512,100G,9820,0
20220101,경기,쇠고기,512,100G,7790,0
20220101,경기수원,단감,416,10,14600,0
20220101,경기수원,쇠고기,512,100G,2150,0
20220101,경기의정부,쇠고기,512,100G,3500,0
20220101,경기,우유,535,1L,2710,0
20220101,경기의정부,우유,535,1L,2710,0
20220101,경기수원,쌀,111,20KG,56000,0
20220101,경기,쌀,111,20KG,54500,0
20220101,경기의정부,쌀,111,20KG,49900,0
20220101,경기의정부,배추,211,1,4290,0
20220101,경기의정부,얼갈이배추,215,1KG,4780,0
20220101,경기수원,갓,216,1KG,3500,0
20220101,경기,갓,216,1KG,1510,0
20220101,경기,깻잎,253,100G,2470,0
20220101,경기의정부,깻잎,253,100G,2410,0
20220101,경기수원,풋고추,242,100G,910,0
20220101,경기수원,파프리카,256,200G,1140,0
20220101,경기의정부,참다래,419,10,8230,0
20220101,경기수원,물오징어,619,1,5000,0
20220101,경기,물오징어,619,1,5900,0
20220101,경기의정부,물오징어,619,1,6590,0
20220101,경기수원,호박,224,1,1500,0
20220101,경기의정부,호박,224,1,2490,0
20220101,경기수원,찹쌀,112,1KG,4460,0
20220101,경기,찹쌀,112,1KG,4500,0
20220101,경기의정부,찹쌀,112,1KG,3480,0
20220101,경기수원,고춧가루,248,1KG,32000,0
20220101,경기,고춧가루,248,1KG,29000,0
20220101,경기의정부,고춧가루,248,1KG,33600,0
20220101,경기수원,배,412,10,43300,0
20220101,경기,배,412,10,36000,0
20220101,경기의정부,배,412,10,35980,0
20220101,경기수원,쇠고기,512,100G,13300,0
20220101,경기,쇠고기,512,100G,15900,0
20220101,경기의정부,쇠고기,512,100G,20440,0
20220101,경기,쇠고기,512,100G,14900,0
20220101,경기수원,단감,416,10,10000,0
20220101,경기수원,바나나,418,100G,310,0
