조사일,조사지역명,품목명,품목코드,규격,조사가격,전일조사가격
20140101,전북전주,쌀,111,20KG,48300,0
20140101,전북전주,양배추,212,10,2000,0
20140101,전북전주,양배추,212,10,2500,0
20140101,전북전주,배추,211,10,1500,0
20140101,전북전주,배추,211,10,2500,0
20140101,전북전주,감자,152,1KG,1500,0
20140101,전북전주,감자,152,1KG,2000,0
20140101,전북전주,고구마,151,1KG,3000,0
20140101,전북전주,고구마,151,1KG,3500,0
20140101,전북전주,녹두,143,1KG,9000,0
20140101,전북전주,녹두,143,1KG,11000,0
20140101,전북전주,건멸치,638,100G,2000,0
20140101,전북전주,물오징어,619,1,2000,0
20140101,전북전주,물오징어,619,1,2500,0
20140101,전북전주,명태,615,1,2500,0
20140101,전북전주,고등어,611,1,2000,0
20140101,전북전주,고등어,611,1,3000,0
20140101,전북전주,우유,535,1L,2550,0
20140101,전북전주,쇠고기,512,100G,1200,0
20140101,전북전주,쇠고기,512,100G,1300,0
20140101,전북전주,쇠고기,512,100G,1500,0
20140101,전북전주,쇠고기,512,100G,2170,0
20140101,전북전주,쇠고기,512,100G,3000,0
20140101,전북전주,쇠고기,512,100G,3300,0
20140101,전북전주,쇠고기,512,100G,5000,0
20140101,전북전주,쇠고기,512,100G,3500,0
20140101,전북전주,방울토마토,422,1KG,5000,0
20140101,전북전주,방울토마토,422,1KG,6000,0
20140101,전북전주,바나나,418,100G,220,0
20140101,전북전주,바나나,418,100G,270,0
20140101,전북전주,단감,416,10,10000,0
20140101,전북전주,단감,416,10,12000,0
20140101,전북전주,감귤,415,10,2500,0
20140101,전북전주,감귤,415,10,2800,0
20140101,전북전주,포도,414,1KG,7000,0
20140101,전북전주,배,412,10,25000,0
20140101,전북전주,배,412,10,30000,0
20140101,전북전주,사과,411,10,15000,0
20140101,전북전주,사과,411,10,23000,0
20140101,전북전주,팽이버섯,316,100G,500,0
20140101,전북전주,팽이버섯,316,100G,630,0
20140101,전북전주,느타리버섯,315,100G,700,0
20140101,전북전주,느타리버섯,315,100G,800,0
20140101,전북전주,땅콩,314,100G,700,0
