조사일,조사지역명,품목명,품목코드,규격,조사가격,전일조사가격
20220101,충북청주,당근,232,1KG,3000,0
20220101,청주,당근,232,1KG,2980,0
20220101,충북청주,고구마(밤),151,1KG,5000,0
20220101,충북청주,당근,232,1KG,2500,0
20220101,청주,열무,233,1KG,2180,0
20220101,청주,고구마(밤),151,1KG,5480,0
20220101,충북청주,딸기,226,100G,2500,0
20220101,청주,딸기,226,100G,2900,0
20220101,충북청주,상추,214,100G,830,0
20220101,청주,상추,214,100G,1480,0
20220101,충북청주,건고추,241,600G,12300,0
20220101,청주,건고추,241,600G,12960,0
20220101,충북청주,무,231,1,2000,0
20220101,청주,무,231,1,1240,0
20220101,충북청주,감자,152,100G,260,0
20220101,청주,감자,152,100G,250,0
20220101,충북청주,감자,152,100G,210,0
20220101,충북청주,호박,224,1,2100,0
20220101,청주,호박,224,1,1880,0
20220101,충북청주,무,231,1,1500,0
20220101,충북청주,상추,214,100G,830,0
20220101,청주,상추,214,100G,1480,0
20220101,충북청주,사과,411,10,18900,0
20220101,청주,사과,411,10,19000,0
20220101,청주,쇠고기,512,100G,7370,0
20220101,충북청주,쇠고기,512,100G,5160,0
20220101,청주,쇠고기,512,100G,7210,0
20220101,충북청주,단감,416,10,15000,0
20220101,청주,단감,416,10,15000,0
20220101,청주,우유,535,1L,2710,0
20220101,충북청주,쌀,111,20KG,58300,0
20220101,청주,쌀,111,20KG,54900,0
20220101,충북청주,배추,211,1,4830,0
20220101,청주,배추,211,1,3980,0
20220101,충북청주,얼갈이배추,215,1KG,2500,0
20220101,청주,얼갈이배추,215,1KG,2320,0
20220101,청주,깻잎,253,100G,3580,0
20220101,충북청주,풋고추,242,100G,1330,0
20220101,청주,풋고추,242,100G,1490,0
20220101,충북청주,풋고추,242,100G,1000,0
20220101,충북청주,파프리카,256,200G,1160,0
20220101,충북청주,명태,615,1,2500,0
20220101,청주,명태,615,1,2800,0
20220101,청주,수박,221,1,24800,0
20220101,충북청주,호박,224,1,1330,0
20220101,충북청주,찹쌀,112,1KG,4160,0
20220101,충북청주,배추,211,1,3830,0
20220101,충북청주,생강,247,1KG,5000,0
20220101,충북청주,고춧가루,248,1KG,27300,0
20220101,청주,고춧가루,248,1KG,29000,0
20220101,충북청주,배,412,10,40000,0
20220101,청주,배,412,10,41670,0
20220101,청주,쇠고기,512,100G,17770,0
20220101,충북청주,쇠고기,512,100G,12300,0
20220101,청주,쇠고기,512,100G,15490,0
20220101,충북청주,바나나,418,100G,280,0
20220101,충북청주,붉은고추,243,100G,1410,0
