조사일,조사지역명,품목명,품목코드,규격,조사가격,전일조사가격
20140101,충북청주,쌀,111,20KG,49300,0
20140101,충북청주,찹쌀,112,1KG,3250,0
20140101,충북청주,콩,141,1KG,5900,0
20140101,충북청주,팥(적두),142,1KG,8330,0
20140101,충북청주,고구마,151,1KG,4000,0
20140101,충북청주,고구마,151,1KG,3500,0
20140101,충북청주,양배추,212,1,2000,0
20140101,충북청주,양배추,212,1,2660,0
20140101,충북청주,배추,211,1,2330,0
20140101,충북청주,배추,211,1,2830,0
20140101,충북청주,감자,152,1KG,2000,0
20140101,충북청주,감자,152,1KG,2500,0
20140101,충북청주,녹두,143,1KG,14500,0
20140101,충북청주,콩,141,1KG,5160,0
20140101,충북청주,건멸치,638,100G,2260,0
20140101,충북청주,물오징어,619,1,2330,0
20140101,충북청주,물오징어,619,1,2000,0
20140101,충북청주,명태,615,1,2660,0
20140101,충북청주,고등어,611,1,2500,0
20140101,충북청주,고등어,611,1,2500,0
20140101,충북청주,우유,535,1L,2650,0
20140101,충북청주,쇠고기,512,100G,1460,0
20140101,충북청주,쇠고기,512,100G,2500,0
20140101,충북청주,쇠고기,512,100G,2930,0
20140101,충북청주,쇠고기,512,100G,6000,0
20140101,충북청주,쇠고기,512,100G,4330,0
20140101,충북청주,방울토마토,422,1KG,4000,0
20140101,충북청주,방울토마토,422,1KG,5000,0
20140101,충북청주,바나나,418,100G,220,0
20140101,충북청주,바나나,418,100G,260,0
20140101,충북청주,단감,416,10,8760,0
20140101,충북청주,단감,416,10,11300,0
20140101,충북청주,감귤,415,10,2300,0
20140101,충북청주,감귤,415,10,2800,0
20140101,충북청주,포도,414,1KG,8000,0
20140101,충북청주,배,412,10,25000,0
20140101,충북청주,배,412,10,30000,0
20140101,충북청주,사과,411,10,15500,0
20140101,충북청주,사과,411,10,21600,0
20140101,충북청주,팽이버섯,316,100G,900,0
20140101,충북청주,느타리버섯,315,100G,530,0
20140101,충북청주,느타리버섯,315,100G,750,0
20140101,충북청주,땅콩,314,100G,670,0
20140101,충북청주,참깨,312,500G,3940,0
20140101,충북청주,참깨,312,500G,11200,0
20140101,충북청주,피망(청),255,100G,600,0
20140101,충북청주,피망(청),255,100G,700,0
20140101,충북청주,깻잎,253,200G,2500,0
20140101,충북청주,깻잎,253,200G,3000,0
20140101,충북청주,미나리,252,1KG,5000,0
20140101,충북청주,미나리,252,1KG,6000,0
20140101,충북청주,생강,247,1KG,4000,0
20140101,충북청주,생강,247,1KG,6000,0
20140101,충북청주,파,246,1KG,3000,0
20140101,충북청주,파,246,1KG,3500,0
20140101,충북청주,파,246,1KG,1500,0
20140101,충북청주,파,246,1KG,2000,0
20140101,충북청주,양파,245,1KG,1860,0
20140101,충북청주,양파,245,1KG,2160,0
20140101,충북청주,마늘,244,1KG,4500,0
20140101,충북청주,마늘,244,1KG,5000,0
20140101,충북청주,붉은고추,243,100G,1250,0
20140101,충북청주,붉은고추,243,100G,1500,0
20140101,충북청주,풋고추,242,100G,660,0
20140101,충북청주,풋고추,242,100G,910,0
20140101,충북청주,풋고추,242,100G,750,0
20140101,충북청주,풋고추,242,100G,1250,0
20140101,충북청주,풋고추,242,100G,580,0
20140101,충북청주,풋고추,242,100G,910,0
20140101,충북청주,건고추,241,600G,9660,0
20140101,충북청주,건고추,241,600G,10600,0
20140101,충북청주,건고추,241,600G,7330,0
20140101,충북청주,건고추,241,600G,8330,0
